target,setting_id,case_id,case_slug,model,train_seconds,train_n,test_n
survival.probability,S11,12,nonlinear_nonlinear_weakproxy_weak_nearnull_harmful,Revised Conditional,2.4509708881378174,2000,20000
RMST,S12,1,linear_linear_informative_strong_beneficial_large,Final Conditional Oracle,0.3345162868499756,2000,20000
RMST,S12,1,linear_linear_informative_strong_beneficial_large,Final Conditional,10.71585726737976,2000,20000
RMST,S12,1,linear_linear_informative_strong_beneficial_large,Revised Conditional,1.4183125495910645,2000,20000
survival.probability,S12,1,linear_linear_informative_strong_beneficial_large,Final Conditional Oracle,0.3109607696533203,2000,20000
survival.probability,S12,1,linear_linear_informative_strong_beneficial_large,Final Conditional,9.009514808654785,2000,20000
survival.probability,S12,1,linear_linear_informative_strong_beneficial_large,Revised Conditional,1.442065715789795,2000,20000
RMST,S12,2,linear_linear_informative_weak_harmful_small,Final Conditional Oracle,0.3411750793457031,2000,20000
RMST,S12,2,linear_linear_informative_weak_harmful_small,Final Conditional,10.685659408569336,2000,20000
RMST,S12,2,linear_linear_informative_weak_harmful_small,Revised Conditional,1.4886205196380615,2000,20000
survival.probability,S12,2,linear_linear_informative_weak_harmful_small,Final Conditional Oracle,0.31862759590148926,2000,20000
survival.probability,S12,2,linear_linear_informative_weak_harmful_small,Final Conditional,8.977781772613525,2000,20000
survival.probability,S12,2,linear_linear_informative_weak_harmful_small,Revised Conditional,1.3245582580566406,2000,20000
RMST,S12,3,linear_linear_weakproxy_strong_harmful_moderate,Final Conditional Oracle,0.3202681541442871,2000,20000
RMST,S12,3,linear_linear_weakproxy_strong_harmful_moderate,Final Conditional,10.890136003494263,2000,20000
RMST,S12,3,linear_linear_weakproxy_strong_harmful_moderate,Revised Conditional,1.359494686126709,2000,20000
survival.probability,S12,3,linear_linear_weakproxy_strong_harmful_moderate,Final Conditional Oracle,0.3169872760772705,2000,20000
survival.probability,S12,3,linear_linear_weakproxy_strong_harmful_moderate,Final Conditional,9.432588338851929,2000,20000
survival.probability,S12,3,linear_linear_weakproxy_strong_harmful_moderate,Revised Conditional,1.3594675064086914,2000,20000
RMST,S12,4,linear_linear_weakproxy_weak_nearnull_harmful,Final Conditional Oracle,0.3380293846130371,2000,20000
RMST,S12,4,linear_linear_weakproxy_weak_nearnull_harmful,Final Conditional,10.847663640975952,2000,20000
RMST,S12,4,linear_linear_weakproxy_weak_nearnull_harmful,Revised Conditional,1.5626466274261475,2000,20000
survival.probability,S12,4,linear_linear_weakproxy_weak_nearnull_harmful,Final Conditional Oracle,0.3201580047607422,2000,20000
survival.probability,S12,4,linear_linear_weakproxy_weak_nearnull_harmful,Final Conditional,9.013199806213379,2000,20000
survival.probability,S12,4,linear_linear_weakproxy_weak_nearnull_harmful,Revised Conditional,1.359389066696167,2000,20000
RMST,S12,5,linear_nonlinear_informative_strong_beneficial_large,Final Conditional Oracle,0.31572699546813965,2000,20000
RMST,S12,5,linear_nonlinear_informative_strong_beneficial_large,Final Conditional,10.994131088256836,2000,20000
RMST,S12,5,linear_nonlinear_informative_strong_beneficial_large,Revised Conditional,1.4578220844268799,2000,20000
survival.probability,S12,5,linear_nonlinear_informative_strong_beneficial_large,Final Conditional Oracle,0.32253265380859375,2000,20000
survival.probability,S12,5,linear_nonlinear_informative_strong_beneficial_large,Final Conditional,9.22410249710083,2000,20000
survival.probability,S12,5,linear_nonlinear_informative_strong_beneficial_large,Revised Conditional,1.4244608879089355,2000,20000
RMST,S12,6,linear_nonlinear_informative_weak_harmful_small,Final Conditional Oracle,0.32921719551086426,2000,20000
RMST,S12,6,linear_nonlinear_informative_weak_harmful_small,Final Conditional,10.741416692733765,2000,20000
RMST,S12,6,linear_nonlinear_informative_weak_harmful_small,Revised Conditional,1.5226504802703857,2000,20000
survival.probability,S12,6,linear_nonlinear_informative_weak_harmful_small,Final Conditional Oracle,0.32037806510925293,2000,20000
survival.probability,S12,6,linear_nonlinear_informative_weak_harmful_small,Final Conditional,9.087372779846191,2000,20000
survival.probability,S12,6,linear_nonlinear_informative_weak_harmful_small,Revised Conditional,1.3637185096740723,2000,20000
RMST,S12,7,linear_nonlinear_weakproxy_strong_harmful_moderate,Final Conditional Oracle,0.31286072731018066,2000,20000
RMST,S12,7,linear_nonlinear_weakproxy_strong_harmful_moderate,Final Conditional,11.07048511505127,2000,20000
RMST,S12,7,linear_nonlinear_weakproxy_strong_harmful_moderate,Revised Conditional,1.357457160949707,2000,20000
survival.probability,S12,7,linear_nonlinear_weakproxy_strong_harmful_moderate,Final Conditional Oracle,0.31568384170532227,2000,20000
survival.probability,S12,7,linear_nonlinear_weakproxy_strong_harmful_moderate,Final Conditional,9.418259143829346,2000,20000
survival.probability,S12,7,linear_nonlinear_weakproxy_strong_harmful_moderate,Revised Conditional,1.4090478420257568,2000,20000
RMST,S12,8,linear_nonlinear_weakproxy_weak_nearnull_harmful,Final Conditional Oracle,0.32117271423339844,2000,20000
RMST,S12,8,linear_nonlinear_weakproxy_weak_nearnull_harmful,Final Conditional,10.999248266220093,2000,20000
RMST,S12,8,linear_nonlinear_weakproxy_weak_nearnull_harmful,Revised Conditional,1.433603048324585,2000,20000
survival.probability,S12,8,linear_nonlinear_weakproxy_weak_nearnull_harmful,Final Conditional Oracle,0.30428385734558105,2000,20000
survival.probability,S12,8,linear_nonlinear_weakproxy_weak_nearnull_harmful,Final Conditional,9.393161058425903,2000,20000
survival.probability,S12,8,linear_nonlinear_weakproxy_weak_nearnull_harmful,Revised Conditional,1.527947187423706,2000,20000
RMST,S12,9,nonlinear_nonlinear_informative_strong_beneficial_large,Final Conditional Oracle,0.32035183906555176,2000,20000
RMST,S12,9,nonlinear_nonlinear_informative_strong_beneficial_large,Final Conditional,10.84521770477295,2000,20000
RMST,S12,9,nonlinear_nonlinear_informative_strong_beneficial_large,Revised Conditional,1.3775150775909424,2000,20000
survival.probability,S12,9,nonlinear_nonlinear_informative_strong_beneficial_large,Final Conditional Oracle,0.3162217140197754,2000,20000
survival.probability,S12,9,nonlinear_nonlinear_informative_strong_beneficial_large,Final Conditional,8.702330827713013,2000,20000
survival.probability,S12,9,nonlinear_nonlinear_informative_strong_beneficial_large,Revised Conditional,1.5311317443847656,2000,20000
RMST,S12,10,nonlinear_nonlinear_informative_weak_harmful_small,Final Conditional Oracle,0.35582756996154785,2000,20000
RMST,S12,10,nonlinear_nonlinear_informative_weak_harmful_small,Final Conditional,11.225812673568726,2000,20000
RMST,S12,10,nonlinear_nonlinear_informative_weak_harmful_small,Revised Conditional,1.4141812324523926,2000,20000
survival.probability,S12,10,nonlinear_nonlinear_informative_weak_harmful_small,Final Conditional Oracle,0.3128945827484131,2000,20000
survival.probability,S12,10,nonlinear_nonlinear_informative_weak_harmful_small,Final Conditional,9.289287090301514,2000,20000
survival.probability,S12,10,nonlinear_nonlinear_informative_weak_harmful_small,Revised Conditional,1.3582432270050049,2000,20000
RMST,S12,11,nonlinear_nonlinear_weakproxy_strong_harmful_moderate,Final Conditional Oracle,0.3314332962036133,2000,20000
RMST,S12,11,nonlinear_nonlinear_weakproxy_strong_harmful_moderate,Final Conditional,11.077488422393799,2000,20000
RMST,S12,11,nonlinear_nonlinear_weakproxy_strong_harmful_moderate,Revised Conditional,1.3497860431671143,2000,20000
survival.probability,S12,11,nonlinear_nonlinear_weakproxy_strong_harmful_moderate,Final Conditional Oracle,0.32671260833740234,2000,20000
survival.probability,S12,11,nonlinear_nonlinear_weakproxy_strong_harmful_moderate,Final Conditional,9.220816612243652,2000,20000
survival.probability,S12,11,nonlinear_nonlinear_weakproxy_strong_harmful_moderate,Revised Conditional,1.3662819862365723,2000,20000
RMST,S12,12,nonlinear_nonlinear_weakproxy_weak_nearnull_harmful,Final Conditional Oracle,0.48433828353881836,2000,20000
RMST,S12,12,nonlinear_nonlinear_weakproxy_weak_nearnull_harmful,Final Conditional,10.91216516494751,2000,20000
RMST,S12,12,nonlinear_nonlinear_weakproxy_weak_nearnull_harmful,Revised Conditional,1.3627471923828125,2000,20000
survival.probability,S12,12,nonlinear_nonlinear_weakproxy_weak_nearnull_harmful,Final Conditional Oracle,0.32210683822631836,2000,20000
survival.probability,S12,12,nonlinear_nonlinear_weakproxy_weak_nearnull_harmful,Final Conditional,9.341187000274658,2000,20000
survival.probability,S12,12,nonlinear_nonlinear_weakproxy_weak_nearnull_harmful,Revised Conditional,1.3524870872497559,2000,20000
RMST,S13,1,linear_linear_informative_strong_beneficial_large,Final Conditional Oracle,0.3295109272003174,2000,20000
RMST,S13,1,linear_linear_informative_strong_beneficial_large,Final Conditional,11.795319318771362,2000,20000
RMST,S13,1,linear_linear_informative_strong_beneficial_large,Revised Conditional,1.524693250656128,2000,20000
survival.probability,S13,1,linear_linear_informative_strong_beneficial_large,Final Conditional Oracle,0.32024359703063965,2000,20000
survival.probability,S13,1,linear_linear_informative_strong_beneficial_large,Final Conditional,9.613651037216187,2000,20000
survival.probability,S13,1,linear_linear_informative_strong_beneficial_large,Revised Conditional,1.3903942108154297,2000,20000
RMST,S13,2,linear_linear_informative_weak_harmful_small,Final Conditional Oracle,0.47978901863098145,2000,20000
RMST,S13,2,linear_linear_informative_weak_harmful_small,Final Conditional,11.867906332015991,2000,20000
RMST,S13,2,linear_linear_informative_weak_harmful_small,Revised Conditional,1.4084162712097168,2000,20000
survival.probability,S13,2,linear_linear_informative_weak_harmful_small,Final Conditional Oracle,0.31574392318725586,2000,20000
survival.probability,S13,2,linear_linear_informative_weak_harmful_small,Final Conditional,9.898374795913696,2000,20000
survival.probability,S13,2,linear_linear_informative_weak_harmful_small,Revised Conditional,1.4095282554626465,2000,20000
RMST,S13,3,linear_linear_weakproxy_strong_harmful_moderate,Final Conditional Oracle,0.3197596073150635,2000,20000
RMST,S13,3,linear_linear_weakproxy_strong_harmful_moderate,Final Conditional,12.2182936668396,2000,20000
RMST,S13,3,linear_linear_weakproxy_strong_harmful_moderate,Revised Conditional,1.4301824569702148,2000,20000
survival.probability,S13,3,linear_linear_weakproxy_strong_harmful_moderate,Final Conditional Oracle,0.3137068748474121,2000,20000
survival.probability,S13,3,linear_linear_weakproxy_strong_harmful_moderate,Final Conditional,10.146414756774902,2000,20000
survival.probability,S13,3,linear_linear_weakproxy_strong_harmful_moderate,Revised Conditional,1.5276498794555664,2000,20000
RMST,S13,4,linear_linear_weakproxy_weak_nearnull_harmful,Final Conditional Oracle,0.32236814498901367,2000,20000
RMST,S13,4,linear_linear_weakproxy_weak_nearnull_harmful,Final Conditional,12.011564016342163,2000,20000
RMST,S13,4,linear_linear_weakproxy_weak_nearnull_harmful,Revised Conditional,1.4069669246673584,2000,20000
survival.probability,S13,4,linear_linear_weakproxy_weak_nearnull_harmful,Final Conditional Oracle,0.3035848140716553,2000,20000
survival.probability,S13,4,linear_linear_weakproxy_weak_nearnull_harmful,Final Conditional,10.148277282714844,2000,20000
survival.probability,S13,4,linear_linear_weakproxy_weak_nearnull_harmful,Revised Conditional,1.4677848815917969,2000,20000
RMST,S13,5,linear_nonlinear_informative_strong_beneficial_large,Final Conditional Oracle,0.3403329849243164,2000,20000
RMST,S13,5,linear_nonlinear_informative_strong_beneficial_large,Final Conditional,12.024877071380615,2000,20000
RMST,S13,5,linear_nonlinear_informative_strong_beneficial_large,Revised Conditional,1.4107797145843506,2000,20000
survival.probability,S13,5,linear_nonlinear_informative_strong_beneficial_large,Final Conditional Oracle,0.3165416717529297,2000,20000
survival.probability,S13,5,linear_nonlinear_informative_strong_beneficial_large,Final Conditional,9.418764352798462,2000,20000
survival.probability,S13,5,linear_nonlinear_informative_strong_beneficial_large,Revised Conditional,1.5292963981628418,2000,20000
RMST,S13,6,linear_nonlinear_informative_weak_harmful_small,Final Conditional Oracle,0.3317074775695801,2000,20000
RMST,S13,6,linear_nonlinear_informative_weak_harmful_small,Final Conditional,12.130858421325684,2000,20000
RMST,S13,6,linear_nonlinear_informative_weak_harmful_small,Revised Conditional,1.3808202743530273,2000,20000
survival.probability,S13,6,linear_nonlinear_informative_weak_harmful_small,Final Conditional Oracle,0.32295799255371094,2000,20000
survival.probability,S13,6,linear_nonlinear_informative_weak_harmful_small,Final Conditional,10.031035661697388,2000,20000
survival.probability,S13,6,linear_nonlinear_informative_weak_harmful_small,Revised Conditional,1.4030518531799316,2000,20000
RMST,S13,7,linear_nonlinear_weakproxy_strong_harmful_moderate,Final Conditional Oracle,0.3187987804412842,2000,20000
RMST,S13,7,linear_nonlinear_weakproxy_strong_harmful_moderate,Final Conditional,12.086808919906616,2000,20000
RMST,S13,7,linear_nonlinear_weakproxy_strong_harmful_moderate,Revised Conditional,1.401707410812378,2000,20000
survival.probability,S13,7,linear_nonlinear_weakproxy_strong_harmful_moderate,Final Conditional Oracle,0.3071248531341553,2000,20000
survival.probability,S13,7,linear_nonlinear_weakproxy_strong_harmful_moderate,Final Conditional,10.002720832824707,2000,20000
survival.probability,S13,7,linear_nonlinear_weakproxy_strong_harmful_moderate,Revised Conditional,1.5393660068511963,2000,20000
RMST,S13,8,linear_nonlinear_weakproxy_weak_nearnull_harmful,Final Conditional Oracle,0.32692813873291016,2000,20000
RMST,S13,8,linear_nonlinear_weakproxy_weak_nearnull_harmful,Final Conditional,12.372078895568848,2000,20000
RMST,S13,8,linear_nonlinear_weakproxy_weak_nearnull_harmful,Revised Conditional,1.4119055271148682,2000,20000
survival.probability,S13,8,linear_nonlinear_weakproxy_weak_nearnull_harmful,Final Conditional Oracle,0.3119375705718994,2000,20000
survival.probability,S13,8,linear_nonlinear_weakproxy_weak_nearnull_harmful,Final Conditional,10.23257851600647,2000,20000
survival.probability,S13,8,linear_nonlinear_weakproxy_weak_nearnull_harmful,Revised Conditional,1.434495449066162,2000,20000
RMST,S13,9,nonlinear_nonlinear_informative_strong_beneficial_large,Final Conditional Oracle,0.3357248306274414,2000,20000
RMST,S13,9,nonlinear_nonlinear_informative_strong_beneficial_large,Final Conditional,12.15256667137146,2000,20000
RMST,S13,9,nonlinear_nonlinear_informative_strong_beneficial_large,Revised Conditional,1.424546480178833,2000,20000
survival.probability,S13,9,nonlinear_nonlinear_informative_strong_beneficial_large,Final Conditional Oracle,0.3279588222503662,2000,20000
survival.probability,S13,9,nonlinear_nonlinear_informative_strong_beneficial_large,Final Conditional,9.683820724487305,2000,20000
survival.probability,S13,9,nonlinear_nonlinear_informative_strong_beneficial_large,Revised Conditional,1.6852061748504639,2000,20000
RMST,S13,10,nonlinear_nonlinear_informative_weak_harmful_small,Final Conditional Oracle,0.32701945304870605,2000,20000
RMST,S13,10,nonlinear_nonlinear_informative_weak_harmful_small,Final Conditional,12.13947868347168,2000,20000
RMST,S13,10,nonlinear_nonlinear_informative_weak_harmful_small,Revised Conditional,1.427391529083252,2000,20000
survival.probability,S13,10,nonlinear_nonlinear_informative_weak_harmful_small,Final Conditional Oracle,0.30942726135253906,2000,20000
survival.probability,S13,10,nonlinear_nonlinear_informative_weak_harmful_small,Final Conditional,10.035699844360352,2000,20000
survival.probability,S13,10,nonlinear_nonlinear_informative_weak_harmful_small,Revised Conditional,1.4370477199554443,2000,20000
RMST,S13,11,nonlinear_nonlinear_weakproxy_strong_harmful_moderate,Final Conditional Oracle,0.3217475414276123,2000,20000
RMST,S13,11,nonlinear_nonlinear_weakproxy_strong_harmful_moderate,Final Conditional,12.202754974365234,2000,20000
RMST,S13,11,nonlinear_nonlinear_weakproxy_strong_harmful_moderate,Revised Conditional,1.549755573272705,2000,20000
survival.probability,S13,11,nonlinear_nonlinear_weakproxy_strong_harmful_moderate,Final Conditional Oracle,0.3239274024963379,2000,20000
survival.probability,S13,11,nonlinear_nonlinear_weakproxy_strong_harmful_moderate,Final Conditional,10.361488342285156,2000,20000
survival.probability,S13,11,nonlinear_nonlinear_weakproxy_strong_harmful_moderate,Revised Conditional,1.4063358306884766,2000,20000
RMST,S13,12,nonlinear_nonlinear_weakproxy_weak_nearnull_harmful,Final Conditional Oracle,0.3199183940887451,2000,20000
RMST,S13,12,nonlinear_nonlinear_weakproxy_weak_nearnull_harmful,Final Conditional,12.49464726448059,2000,20000
RMST,S13,12,nonlinear_nonlinear_weakproxy_weak_nearnull_harmful,Revised Conditional,1.4313035011291504,2000,20000
survival.probability,S13,12,nonlinear_nonlinear_weakproxy_weak_nearnull_harmful,Final Conditional Oracle,0.3030998706817627,2000,20000
survival.probability,S13,12,nonlinear_nonlinear_weakproxy_weak_nearnull_harmful,Final Conditional,9.991735219955444,2000,20000
survival.probability,S13,12,nonlinear_nonlinear_weakproxy_weak_nearnull_harmful,Revised Conditional,1.3822684288024902,2000,20000
RMST,S14,1,linear_linear_informative_strong_beneficial_large,Final Conditional Oracle,0.3222529888153076,2000,20000
RMST,S14,1,linear_linear_informative_strong_beneficial_large,Final Conditional,14.638048887252808,2000,20000
RMST,S14,1,linear_linear_informative_strong_beneficial_large,Revised Conditional,1.7204430103302002,2000,20000
survival.probability,S14,1,linear_linear_informative_strong_beneficial_large,Final Conditional Oracle,0.31921982765197754,2000,20000
survival.probability,S14,1,linear_linear_informative_strong_beneficial_large,Final Conditional,11.574325561523438,2000,20000
survival.probability,S14,1,linear_linear_informative_strong_beneficial_large,Revised Conditional,1.573502540588379,2000,20000
RMST,S14,2,linear_linear_informative_weak_harmful_small,Final Conditional Oracle,0.3313608169555664,2000,20000
RMST,S14,2,linear_linear_informative_weak_harmful_small,Final Conditional,15.042402267456055,2000,20000
RMST,S14,2,linear_linear_informative_weak_harmful_small,Revised Conditional,1.4949216842651367,2000,20000
survival.probability,S14,2,linear_linear_informative_weak_harmful_small,Final Conditional Oracle,0.31382083892822266,2000,20000
survival.probability,S14,2,linear_linear_informative_weak_harmful_small,Final Conditional,11.74495267868042,2000,20000
survival.probability,S14,2,linear_linear_informative_weak_harmful_small,Revised Conditional,1.4919097423553467,2000,20000
RMST,S14,3,linear_linear_weakproxy_strong_harmful_moderate,Final Conditional Oracle,0.32226037979125977,2000,20000
RMST,S14,3,linear_linear_weakproxy_strong_harmful_moderate,Final Conditional,14.807025909423828,2000,20000
RMST,S14,3,linear_linear_weakproxy_strong_harmful_moderate,Revised Conditional,1.6766724586486816,2000,20000
survival.probability,S14,3,linear_linear_weakproxy_strong_harmful_moderate,Final Conditional Oracle,0.32530784606933594,2000,20000
survival.probability,S14,3,linear_linear_weakproxy_strong_harmful_moderate,Final Conditional,12.264686822891235,2000,20000
survival.probability,S14,3,linear_linear_weakproxy_strong_harmful_moderate,Revised Conditional,1.6169629096984863,2000,20000
RMST,S14,4,linear_linear_weakproxy_weak_nearnull_harmful,Final Conditional Oracle,0.48015737533569336,2000,20000
RMST,S14,4,linear_linear_weakproxy_weak_nearnull_harmful,Final Conditional,15.129660606384277,2000,20000
RMST,S14,4,linear_linear_weakproxy_weak_nearnull_harmful,Revised Conditional,1.527433156967163,2000,20000
survival.probability,S14,4,linear_linear_weakproxy_weak_nearnull_harmful,Final Conditional Oracle,0.3184630870819092,2000,20000
survival.probability,S14,4,linear_linear_weakproxy_weak_nearnull_harmful,Final Conditional,12.152447938919067,2000,20000
survival.probability,S14,4,linear_linear_weakproxy_weak_nearnull_harmful,Revised Conditional,1.526904821395874,2000,20000
RMST,S14,5,linear_nonlinear_informative_strong_beneficial_large,Final Conditional Oracle,0.3216080665588379,2000,20000
RMST,S14,5,linear_nonlinear_informative_strong_beneficial_large,Final Conditional,14.646307468414307,2000,20000
RMST,S14,5,linear_nonlinear_informative_strong_beneficial_large,Revised Conditional,1.6232595443725586,2000,20000
survival.probability,S14,5,linear_nonlinear_informative_strong_beneficial_large,Final Conditional Oracle,0.3027982711791992,2000,20000
survival.probability,S14,5,linear_nonlinear_informative_strong_beneficial_large,Final Conditional,11.421027183532715,2000,20000
survival.probability,S14,5,linear_nonlinear_informative_strong_beneficial_large,Revised Conditional,1.601736068725586,2000,20000
RMST,S14,6,linear_nonlinear_informative_weak_harmful_small,Final Conditional Oracle,0.3238518238067627,2000,20000
RMST,S14,6,linear_nonlinear_informative_weak_harmful_small,Final Conditional,14.551391839981079,2000,20000
RMST,S14,6,linear_nonlinear_informative_weak_harmful_small,Revised Conditional,1.6542832851409912,2000,20000
survival.probability,S14,6,linear_nonlinear_informative_weak_harmful_small,Final Conditional Oracle,0.2994873523712158,2000,20000
survival.probability,S14,6,linear_nonlinear_informative_weak_harmful_small,Final Conditional,11.536820411682129,2000,20000
survival.probability,S14,6,linear_nonlinear_informative_weak_harmful_small,Revised Conditional,1.477234125137329,2000,20000
RMST,S14,7,linear_nonlinear_weakproxy_strong_harmful_moderate,Final Conditional Oracle,0.48653602600097656,2000,20000
RMST,S14,7,linear_nonlinear_weakproxy_strong_harmful_moderate,Final Conditional,14.893222332000732,2000,20000
RMST,S14,7,linear_nonlinear_weakproxy_strong_harmful_moderate,Revised Conditional,1.5101399421691895,2000,20000
survival.probability,S14,7,linear_nonlinear_weakproxy_strong_harmful_moderate,Final Conditional Oracle,0.30274128913879395,2000,20000
survival.probability,S14,7,linear_nonlinear_weakproxy_strong_harmful_moderate,Final Conditional,11.98224925994873,2000,20000
survival.probability,S14,7,linear_nonlinear_weakproxy_strong_harmful_moderate,Revised Conditional,1.502532720565796,2000,20000
RMST,S14,8,linear_nonlinear_weakproxy_weak_nearnull_harmful,Final Conditional Oracle,0.36795902252197266,2000,20000
RMST,S14,8,linear_nonlinear_weakproxy_weak_nearnull_harmful,Final Conditional,15.023187160491943,2000,20000
RMST,S14,8,linear_nonlinear_weakproxy_weak_nearnull_harmful,Revised Conditional,1.536543846130371,2000,20000
survival.probability,S14,8,linear_nonlinear_weakproxy_weak_nearnull_harmful,Final Conditional Oracle,0.34267354011535645,2000,20000
survival.probability,S14,8,linear_nonlinear_weakproxy_weak_nearnull_harmful,Final Conditional,11.8623685836792,2000,20000
survival.probability,S14,8,linear_nonlinear_weakproxy_weak_nearnull_harmful,Revised Conditional,1.6674003601074219,2000,20000
RMST,S14,9,nonlinear_nonlinear_informative_strong_beneficial_large,Final Conditional Oracle,0.33585381507873535,2000,20000
RMST,S14,9,nonlinear_nonlinear_informative_strong_beneficial_large,Final Conditional,14.423689842224121,2000,20000
RMST,S14,9,nonlinear_nonlinear_informative_strong_beneficial_large,Revised Conditional,1.498138427734375,2000,20000
survival.probability,S14,9,nonlinear_nonlinear_informative_strong_beneficial_large,Final Conditional Oracle,0.4824655055999756,2000,20000
survival.probability,S14,9,nonlinear_nonlinear_informative_strong_beneficial_large,Final Conditional,11.012152433395386,2000,20000
survival.probability,S14,9,nonlinear_nonlinear_informative_strong_beneficial_large,Revised Conditional,1.4746065139770508,2000,20000
RMST,S14,10,nonlinear_nonlinear_informative_weak_harmful_small,Final Conditional Oracle,0.3297889232635498,2000,20000
RMST,S14,10,nonlinear_nonlinear_informative_weak_harmful_small,Final Conditional,14.692076444625854,2000,20000
RMST,S14,10,nonlinear_nonlinear_informative_weak_harmful_small,Revised Conditional,1.4973053932189941,2000,20000
survival.probability,S14,10,nonlinear_nonlinear_informative_weak_harmful_small,Final Conditional Oracle,0.3198966979980469,2000,20000
survival.probability,S14,10,nonlinear_nonlinear_informative_weak_harmful_small,Final Conditional,12.029699563980103,2000,20000
survival.probability,S14,10,nonlinear_nonlinear_informative_weak_harmful_small,Revised Conditional,1.4750616550445557,2000,20000
RMST,S14,11,nonlinear_nonlinear_weakproxy_strong_harmful_moderate,Final Conditional Oracle,0.3344759941101074,2000,20000
RMST,S14,11,nonlinear_nonlinear_weakproxy_strong_harmful_moderate,Final Conditional,14.757952451705933,2000,20000
RMST,S14,11,nonlinear_nonlinear_weakproxy_strong_harmful_moderate,Revised Conditional,1.6797211170196533,2000,20000
survival.probability,S14,11,nonlinear_nonlinear_weakproxy_strong_harmful_moderate,Final Conditional Oracle,0.3229527473449707,2000,20000
survival.probability,S14,11,nonlinear_nonlinear_weakproxy_strong_harmful_moderate,Final Conditional,12.120606422424316,2000,20000
survival.probability,S14,11,nonlinear_nonlinear_weakproxy_strong_harmful_moderate,Revised Conditional,1.477492094039917,2000,20000
RMST,S14,12,nonlinear_nonlinear_weakproxy_weak_nearnull_harmful,Final Conditional Oracle,0.3394036293029785,2000,20000
RMST,S14,12,nonlinear_nonlinear_weakproxy_weak_nearnull_harmful,Final Conditional,15.418459177017212,2000,20000
RMST,S14,12,nonlinear_nonlinear_weakproxy_weak_nearnull_harmful,Revised Conditional,1.6380176544189453,2000,20000
survival.probability,S14,12,nonlinear_nonlinear_weakproxy_weak_nearnull_harmful,Final Conditional Oracle,0.3242530822753906,2000,20000
survival.probability,S14,12,nonlinear_nonlinear_weakproxy_weak_nearnull_harmful,Final Conditional,12.335628509521484,2000,20000
survival.probability,S14,12,nonlinear_nonlinear_weakproxy_weak_nearnull_harmful,Revised Conditional,1.5072040557861328,2000,20000
RMST,S15,1,linear_linear_informative_strong_beneficial_large,Final Conditional Oracle,0.33127832412719727,2000,20000
RMST,S15,1,linear_linear_informative_strong_beneficial_large,Final Conditional,21.248016595840454,2000,20000
RMST,S15,1,linear_linear_informative_strong_beneficial_large,Revised Conditional,1.8925132751464844,2000,20000
survival.probability,S15,1,linear_linear_informative_strong_beneficial_large,Final Conditional Oracle,0.3140871524810791,2000,20000
survival.probability,S15,1,linear_linear_informative_strong_beneficial_large,Final Conditional,15.855460405349731,2000,20000
survival.probability,S15,1,linear_linear_informative_strong_beneficial_large,Revised Conditional,1.8641459941864014,2000,20000
RMST,S15,2,linear_linear_informative_weak_harmful_small,Final Conditional Oracle,0.3191545009613037,2000,20000
RMST,S15,2,linear_linear_informative_weak_harmful_small,Final Conditional,21.3953800201416,2000,20000
RMST,S15,2,linear_linear_informative_weak_harmful_small,Revised Conditional,1.7677390575408936,2000,20000
survival.probability,S15,2,linear_linear_informative_weak_harmful_small,Final Conditional Oracle,0.31934547424316406,2000,20000
survival.probability,S15,2,linear_linear_informative_weak_harmful_small,Final Conditional,15.985705375671387,2000,20000
survival.probability,S15,2,linear_linear_informative_weak_harmful_small,Revised Conditional,1.7675130367279053,2000,20000
RMST,S15,3,linear_linear_weakproxy_strong_harmful_moderate,Final Conditional Oracle,0.3349754810333252,2000,20000
RMST,S15,3,linear_linear_weakproxy_strong_harmful_moderate,Final Conditional,22.227262020111084,2000,20000
RMST,S15,3,linear_linear_weakproxy_strong_harmful_moderate,Revised Conditional,1.7833986282348633,2000,20000
survival.probability,S15,3,linear_linear_weakproxy_strong_harmful_moderate,Final Conditional Oracle,0.32616424560546875,2000,20000
survival.probability,S15,3,linear_linear_weakproxy_strong_harmful_moderate,Final Conditional,16.89785885810852,2000,20000
survival.probability,S15,3,linear_linear_weakproxy_strong_harmful_moderate,Revised Conditional,1.8036777973175049,2000,20000
RMST,S15,4,linear_linear_weakproxy_weak_nearnull_harmful,Final Conditional Oracle,0.34899067878723145,2000,20000
RMST,S15,4,linear_linear_weakproxy_weak_nearnull_harmful,Final Conditional,21.99450707435608,2000,20000
RMST,S15,4,linear_linear_weakproxy_weak_nearnull_harmful,Revised Conditional,1.9008476734161377,2000,20000
survival.probability,S15,4,linear_linear_weakproxy_weak_nearnull_harmful,Final Conditional Oracle,0.3220102787017822,2000,20000
survival.probability,S15,4,linear_linear_weakproxy_weak_nearnull_harmful,Final Conditional,16.605437755584717,2000,20000
survival.probability,S15,4,linear_linear_weakproxy_weak_nearnull_harmful,Revised Conditional,1.8851039409637451,2000,20000
RMST,S15,5,linear_nonlinear_informative_strong_beneficial_large,Final Conditional Oracle,0.3376631736755371,2000,20000
RMST,S15,5,linear_nonlinear_informative_strong_beneficial_large,Final Conditional,21.6419837474823,2000,20000
RMST,S15,5,linear_nonlinear_informative_strong_beneficial_large,Revised Conditional,1.922055721282959,2000,20000
survival.probability,S15,5,linear_nonlinear_informative_strong_beneficial_large,Final Conditional Oracle,0.31863903999328613,2000,20000
